Price,Close,High,Low,Open,Volume,Retorno
Ticker,DIS,DIS,DIS,DIS,DIS,
Date,,,,,,
2020-10-14,124.5142593383789,127.37654673186599,123.23558036024865,127.02244916763475,11531500,-0.018377853179630033
2020-10-15,125.27163696289062,125.31098197030354,122.38968083245616,122.95033405557788,7744000,0.0060826577496917444
2020-10-16,124.73065185546875,126.01916894842881,124.25852677750616,125.7142545228991,6291700,-0.00431849635350523
2020-10-19,122.19296264648438,125.31098130043574,121.68148505714336,125.28147442110699,6576900,-0.020345353537676636
2020-10-20,122.9011459350586,123.66836229205117,121.61262888779535,122.53721776376335,6161200,0.005795614356475243
2020-10-21,124.55359649658203,125.46834722914936,121.80934429888006,122.32082186133299,6591500,0.013445363336128668
2020-10-22,125.46834564208984,125.99949945253749,123.90442110532054,124.59293992572987,5177700,0.007344221052122846
2020-10-23,126.24539947509766,126.39293386138529,124.27818677451921,125.99949882556189,5439900,0.006193226100425608
2020-10-26,122.02574157714844,125.02573264217753,120.93394204228818,125.02573264217753,8578900,-0.03342425082809897
2020-10-27,121.28803253173828,122.56671889581868,121.01262500822367,121.99622759465714,6813800,-0.006045519870442662
2020-10-28,116.52740478515625,119.53722643179881,116.37986288978715,119.02575636605079,11654700,-0.0392505975009223
2020-10-29,119.54706573486328,120.61918901012257,115.30774075894516,116.22249151407773,9583700,0.02591374067992369
2020-10-30,119.2618179321289,119.75361924318923,117.13723266628791,118.6618197322919,8090200,-0.0023860711342510443
2020-11-02,118.1601791381836,120.91426945490298,117.84542660235502,120.23558125090382,9186000,-0.009237145744099284
2020-11-03,121.98639678955078,123.01918256901345,119.37985578248404,119.61591831619539,8144900,0.032381616880358566
2020-11-04,123.0191879272461,124.77983763984311,121.3864113668774,121.55362202286044,7483000,0.008466445151889213
2020-11-05,124.87818908691406,126.51096555156232,123.73721393759122,124.70114031322521,7654800,0.015111473185527746
2020-11-06,125.3699951171875,125.94047896115757,122.56672901526517,124.18967491773373,6259700,0.003938286051947459
2020-11-09,140.25189208984375,145.2584257559775,135.80601911365986,137.96009621516092,35634700,0.11870381711944433
2020-11-10,139.77976989746094,140.03550117734304,135.41257183301505,137.67486087641365,18115400,-0.0033662447283090424
2020-11-11,135.56011962890625,139.67157135625848,134.37978448381648,139.15026317089726,9600900,-0.03018784672238428
2020-11-12,133.29783630371094,136.21913739622838,131.90112233154272,134.10438267813575,13768200,-0.016688413461040552
2020-11-13,136.09127807617188,138.87487567986634,134.28145260512258,138.58962247549135,21062300,0.020956392466088047
2020-11-16,142.2978057861328,142.36666518166314,139.24864631461233,139.24864631461233,16382500,0.045605624384591925
2020-11-17,142.1305694580078,142.45516010278283,140.22237809643693,142.03220319889397,9354900,-0.0011752558460131901
2020-11-18,141.5404052734375,143.0944991510309,140.9994358612481,142.1305728249332,9456200,-0.004152267783213759
2020-11-19,139.39617919921875,140.95027330364795,139.37650294234115,140.23224751777295,8892500,-0.015149215307645791
2020-11-20,138.7568359375,140.27157744635718,138.55027277290844,139.38634104630353,8481600,-0.004586519267540501
2020-11-23,143.5863037109375,145.32728451977096,139.37648577291282,140.11418772478982,12887000,0.034805260157509066
2020-11-24,149.00599670410156,149.36992494499572,145.42568303726125,145.7305975102902,16711700,0.03774519472327098
2020-11-25,146.6453094482422,147.80596833191584,144.8256536258187,147.80596833191584,9552000,-0.015842901011207333
2020-11-27,144.71746826171875,147.88467011718635,144.12730064559233,146.55680048519486,5306400,-0.013146286054269374
2020-11-30,145.58302307128906,146.2518806788923,143.89122530972165,144.64860355391514,9710100,0.005980997456402237
2020-12-01,146.9895782470703,148.91743098156658,146.55679069197546,147.1174513906897,8825500,0.009661532959735819
2020-12-02,151.0911865234375,151.48462153536266,145.90759694368424,147.03874886799048,10601900,0.027904075413244023
2020-12-03,150.72727966308594,151.90759987405474,149.63548009100802,150.93382782049795,9063200,-0.002408524737444684
2020-12-04,151.6125030517578,152.1436418480853,150.3043098023217,151.1698848867208,6033300,0.005873013767982549
2020-12-07,151.1600341796875,151.35676669850653,149.76332034585937,150.66823289980786,6815500,-0.002984377033310004
2020-12-08,151.19940185546875,152.34038454131502,149.753504746881,149.92071539778485,7900600,0.000260437065887853
2020-12-09,151.8977508544922,154.87808070796223,151.36661202440555,153.72725239370124,10804300,0.004618728582610254
2020-12-10,152.1534881591797,152.792823843913,149.99939606998151,150.80595740378985,8993200,0.0016836148214760538
2020-12-11,172.8386688232422,176.50750271685519,162.61903730089983,166.8977000699236,87410700,0.13594943444492125
2020-12-14,166.52391052246094,174.39273072426812,166.0419398820102,170.95012188597747,30939400,-0.03653556431425187
2020-12-15,171.08782958984375,171.6091377395646,165.06818679920528,167.69440380117175,18802600,0.02740698950116971
2020-12-16,170.28128051757812,171.98292385382027,168.80587658977956,171.13702500153903,11105800,-0.004714239897713357
2020-12-17,170.70423889160156,171.97307967646117,169.14031431696986,170.969815803255,9004600,0.0024838806282043713
2020-12-18,170.05506896972656,172.95669391197202,169.4550707267332,170.75343348544118,21172100,-0.0038028928050651833
2020-12-21,167.89112854003906,169.12063177791669,165.43212206428382,167.30096098242402,11424200,-0.012724939296415383
2020-12-22,167.65505981445312,168.63866241237727,166.38621906690818,167.21244164710416,6419200,-0.001406082189325697
2020-12-23,170.70423889160156,173.0648791926085,169.4747356080386,170.12391694382023,9994000,0.018187217734573657
2020-12-24,170.88128662109375,171.71735488896113,169.55343202979242,171.13703291923866,2721000,0.001037160709316698
2020-12-28,175.92718505859375,176.96980155203005,172.17966105503675,172.8681799649865,13145400,0.029528677699440564
2020-12-29,174.3927459716797,177.24518754079452,173.3304533505279,177.05830064328845,6875400,-0.008722012384856925
2020-12-30,178.1992950439453,180.3927248094405,175.4452045489018,175.5730776995537,11680400,0.02182745074089132
2020-12-31,178.20912170410156,180.39272079736074,177.3140546952027,178.24847421508187,7073500,5.5144214537117264e-05
2021-01-04,174.76651000976562,179.59600257805855,171.8648852211801,179.27141190557074,13426600,-0.019317819769360867
2021-01-05,175.51405334472656,177.38289231322923,173.31077807998443,173.31077807998443,7771800,0.004277383206423124
2021-01-06,176.18287658691406,178.63205223710236,174.37305157264433,175.39600658668076,7517800,0.003810653502906991
2021-01-07,175.65174865722656,176.9992793746554,174.6681460877552,176.55666122011013,7300800,-0.0030146399013157854
2021-01-08,175.7599639892578,177.06815734500233,173.70423800533888,175.8779915072365,7894500,0.0006160788768601044
2021-01-11,176.1533966064453,178.28781257554436,174.4419375852004,174.8353726453845,6461300,0.002238465508627163
2021-01-12,173.104248046875,175.3960441848564,171.99277217084207,174.3927652083363,8349800,-0.017309621150153554
2021-01-13,173.23208618164062,174.81568697778724,170.8911221849865,171.54028849848083,6839500,0.0007385037410001516
2021-01-14,170.58621215820312,175.42555073774,170.55670527735356,174.10751168925208,8951200,-0.015273579402970361
2021-01-15,168.6288299560547,171.3337370709367,167.3796504678692,170.11406445968134,12232500,-0.01147444554506638
2021-01-19,169.4353790283203,170.8616148098632,168.62883269814046,169.27801401832878,7834700,0.004782984454531292
2021-01-20,170.7927703857422,174.96325119185664,170.16326526487452,172.3468644360124,9809200,0.008011262849626055
2021-01-21,168.47145080566406,172.13045364964614,168.21571953476072,170.39931849031726,8416400,-0.01359143934977658
2021-01-22,169.9468536376953,172.37635322622094,169.07144793634774,171.14684999350897,9517200,0.008757583703206562
2021-01-25,169.07147216796875,170.27146869576802,166.0026364620357,169.07147216796875,7833700,-0.005150913070698926
2021-01-26,166.7796630859375,170.5075255376721,166.2780311370671,170.1632586064215,7523200,-0.013555267796771742
2021-01-27,160.3567352294922,163.61245752654153,157.88789803649775,162.30426423037463,18239200,-0.03851145719808613
2021-01-28,169.06163024902344,170.04523291045163,163.22885866228984,163.4452524484909,14449100,0.05428456127566683
2021-01-29,165.41246032714844,167.0255681164715,163.07148115403135,166.0321348161702,12848800,-0.0215848499538297
2021-02-01,168.16653442382812,168.91406698207362,165.2747404351818,168.03866128558948,8140400,0.016649737820432442
2021-02-02,174.05831909179688,176.81239430784115,169.96652875855352,170.92062446146326,12215200,0.03503541705342972
2021-02-03,173.53701782226562,175.50422322980842,172.87800581176913,174.0976785675367,5508600,-0.0029949804884437103
2021-02-04,177.2747039794922,178.4058560485573,173.5960396206065,174.67799354615528,9035400,0.021538264308855748
2021-02-05,178.18946838378906,179.33045111560688,176.38947364529702,178.73045286944284,6640500,0.00516015192107
2021-02-08,186.88450622558594,187.51401133042344,180.2943713761903,180.83535584329726,16085700,0.048796586693155675
2021-02-09,185.1238555908203,186.14679571116244,182.98942469928556,185.08450308123895,11270800,-0.009421062614149323
2021-02-10,186.52056884765625,187.57301584215884,182.7631996509629,186.8648207580552,11464600,0.007544750255866983
2021-02-11,187.77957153320312,188.11399280724467,184.9861438172368,186.07792826921053,17507900,0.006749940198687687
2021-02-12,184.5926971435547,190.6713689831736,183.50089766311066,189.83530077425732,27233800,-0.016971358298604522
2021-02-16,183.29434204101562,185.35006777793348,181.82876883166838,184.22876146610702,11630700,-0.0070336211704483675
2021-02-17,183.3828887939453,184.55337840196552,179.1730704614837,182.32059608268125,11391800,0.00048308503112370893
2021-02-18,179.999267578125,183.3435102619353,179.8418875672534,181.75990954792647,12380900,-0.018451128336309797
2021-02-19,180.6386260986328,181.75010192928843,179.7927271938637,181.24846996580132,8834500,0.003552006233749294
2021-02-22,188.61561584472656,190.83856716913985,178.55336616016103,178.75992929534183,18799600,0.044159933666336304
2021-02-23,193.85824584960938,195.67791678523494,185.56648257893428,190.41563651843657,23191400,0.027795312606558875
2021-02-24,194.27134704589844,197.31069053215242,192.1271005497569,194.3402064330551,16205900,0.0021309446728901005
2021-02-25,187.84841918945312,194.71397610137888,187.25826663823608,194.48773669859037,12712000,-0.03306163237200299
2021-02-26,185.9402313232422,188.46809724230386,182.40910154528774,186.95335582234222,15844000,-0.010158125761422832
2021-03-01,191.7828369140625,193.67135216577418,188.25170706854823,190.0615323086988,10709900,0.03142195505104772
2021-03-02,190.7598876953125,194.71397428856707,190.3172695338744,192.88447288051654,8371400,-0.00533389345579649
2021-03-03,189.10743713378906,193.5828321231416,189.0582690089249,191.438585583736,8750300,-0.008662463484790828
2021-03-04,184.94679260253906,189.32382109805326,181.1009028984174,186.78612463121277,12542600,-0.022001485474664073
2021-03-05,186.87466430664062,187.4451556185085,180.33369797895384,186.04842671200646,10266400,0.010423926130174399
2021-03-08,198.59921264648438,199.69101217723892,190.61234900376505,194.0746344990042,25093200,0.0627401707093107
2021-03-09,191.320556640625,198.3926624870367,191.18285286234462,196.9074278063993,23331000,-0.036649974130641305
2021-03-10,191.8615264892578,195.54020572630188,191.48775268733885,194.07463240540628,13662100,0.0028275573630540674
2021-03-11,193.52381896972656,195.78610803817992,192.19594940538204,194.14349343423203,11933900,0.008664021968791236
2021-03-12,193.92710876464844,195.15661211955427,191.97956464429575,193.30743427102843,13249100,0.0020839284645626233
2021-03-15,193.5336456298828,195.28445708846974,191.6156235273393,195.28445708846974,10311400,-0.002028922811627809
2021-03-16,191.0549774169922,193.36643455801442,189.71727725971454,192.88447888196623,9680700,-0.012807427901352475
2021-03-17,192.03857421875,192.97299367336828,188.63530266874167,190.2680865629244,14418700,0.0051482396065036795
2021-03-18,189.1271209716797,191.8812114608247,188.59598213145347,191.75333831044668,9644500,-0.01516077308381747
2021-03-19,188.00579833984375,190.81890234590512,186.64842196370833,187.78940456948638,28354600,-0.00592893618892365
2021-03-22,189.69760131835938,193.11070360009725,188.85170246738085,190.09103636173248,8838500,0.008998674474164359
2021-03-23,185.6353302001953,189.18613648693403,184.88779756404512,188.44843447452504,10701200,-0.021414456956398542
2021-03-24,181.69107055664062,187.37629229270902,181.6123805488734,186.94350475428152,13549100,-0.021247354365686033
2021-03-25,183.8451690673828,184.63205416407735,178.04190461177228,178.86814221802325,9609200,0.011855830361628295
2021-03-26,182.87139892578125,185.88122056821166,179.57633912480694,185.73368617734155,10196100,-0.005296686045879517
2021-03-29,181.81895446777344,182.89107774602743,180.14681796867166,182.20255889800126,7544700,-0.0057551069450447745
2021-03-30,182.48779296875,183.26484744370174,180.55009460580484,180.81567151572628,5929700,0.003678596122909328
2021-03-31,181.49436950683594,183.8353336638014,181.39600323605697,182.78288660767774,8478000,-0.005443780352388683
2021-04-01,185.8713836669922,185.99925680715057,182.54680209155046,183.3730246696865,7749400,0.024116528639701817
2021-04-05,185.40908813476562,188.5271065426862,185.00580747097987,188.3303890264882,7405300,-0.0024871796997799622
2021-04-06,186.61892700195312,188.14351411460024,184.78942546849368,185.40909994213516,7926200,0.006525240371756391
2021-04-07,184.48451232910156,187.20909589706008,183.8845141067407,186.68778768845308,6238700,-0.011437289385064497
2021-04-08,184.2484588623047,184.96648460710588,182.58616795301762,184.13041633637795,7763000,-0.0012795299931507298
2021-04-09,184.80908203125,185.13367267292313,183.09760819567822,185.0844895438362,6089300,0.0030427563541484126
2021-04-12,183.4320526123047,184.76975273650743,182.43860438982685,184.67138647396632,6662500,-0.007451091709402391
2021-04-13,182.44845581054688,183.38287529999965,181.57305007705753,182.54680706762431,6826500,-0.005362186094252097
2021-04-14,184.3861541748047,187.27793327707172,182.66484958582944,182.92058086452948,9089900,0.01062052488002374
2021-04-15,182.88124084472656,185.80254203307052,182.65501642855787,185.00582625599233,7262500,-0.00816174802719416
2021-04-16,184.18942260742188,186.36319101779563,183.14680622373115,184.4943520291332,9453500,0.007153176327177269
2021-04-19,184.35662841796875,187.2090849678245,182.6058169877676,184.4353184271287,7625800,0.000907792685268749
2021-04-20,179.792724609375,184.99599111428455,178.83864383181088,184.21893660379038,10765800,-0.024755843322576854
2021-04-21,180.10748291015625,180.37305982963542,175.9271716228606,178.31731887241688,8400200,0.001750673179157225
2021-04-22,179.76321411132812,181.84846192589106,178.28781014289066,181.1992805777181,7378300,-0.0019114630512040431
2021-04-23,180.0189666748047,180.8845268272644,178.9763502355012,179.3599546803126,6075500,0.0014227191293885166
2021-04-26,181.2484588623047,182.55665214701463,180.2550106113092,180.94354445169276,6178300,0.006829792494704279
2021-04-27,181.6123809814453,182.76319420668628,181.13041031094227,181.95664789017385,4870000,0.002007863247086128
2021-04-28,180.3828887939453,181.75992649601315,179.82224308974102,181.75992649601315,5199300,-0.006769869878120338
2021-04-29,182.29107666015625,182.50747043877976,179.75338008150482,181.76976846854103,5958300,0.010578541451294221
2021-04-30,182.9697723388672,183.2648561407184,180.53042691824393,181.2681289185791,7866300,0.0037231426307071658
2021-05-03,182.46810913085938,186.11728130479955,182.21237786326444,184.61237055876134,7542800,-0.0027417818888614276
2021-05-04,181.22879028320312,182.5861667580852,179.32059871955312,181.8386191302554,7069300,-0.006791975066544165
2021-05-05,178.53372192382812,181.97633139792993,178.3861875212297,181.97633139792993,5901700,-0.014871082873551544
2021-05-06,178.8091278076172,179.98946305170304,176.86159866861328,179.7828998814122,6944900,0.001542598680077667
2021-05-07,181.8091278076172,182.08453537556642,178.53372886530659,179.01569961351115,6888400,0.016777666983688544
2021-05-10,181.27798461914062,183.9042020851668,181.01240768186554,182.65502242614767,8260300,-0.0029214330153907175
2021-05-11,178.69107055664062,179.26156182740945,175.5041929432855,178.8189436888116,10865600,-0.01427042598655881
2021-05-12,174.93374633789062,179.46815538884886,174.66816940627479,177.7370050299737,8988100,-0.0210269276861208
2021-05-13,175.41567993164062,177.78616574361573,172.91733599052816,175.44518680825573,12332200,0.002754949252725236
2021-05-14,170.85177612304688,172.04194192510283,166.01245291950693,170.09439788537492,33149400,-0.0260176502486682
2021-05-17,167.2911376953125,170.1534249606629,165.80590312191933,169.8681717921597,17771600,-0.020840511632551073
2021-05-18,166.89768981933594,168.45178380151341,166.67146541309182,167.4681811552177,10401000,-0.0023518751883506717
2021-05-19,166.49441528320312,166.62227341458137,164.3599994553248,164.95999763798807,9251000,-0.0024162978922557254
2021-05-20,168.55014038085938,169.08127917555024,166.20916141449408,166.43540081631866,7400700,0.012347111428089086
2021-05-21,169.5730743408203,170.28126938053174,168.70751429896046,169.3960330851844,8105700,0.006069018736202247
2021-05-24,171.45176696777344,172.23865205023912,168.9337467107509,169.62226552968917,7346700,0.011078955985531103
2021-05-25,173.28126525878906,174.54027536443465,172.5238870674199,172.72061959090178,8089700,0.010670629550055821
2021-05-26,173.5763702392578,174.9829149007519,173.31079330698222,173.72390464130748,8086200,0.0017030403144160378
2021-05-27,176.1042022705078,176.64518670029028,173.89109642842146,174.2943770950397,13567800,0.014563226709751076
2021-05-28,175.72061157226562,177.18618495849555,175.159965852979,176.56651047160207,7124800,-0.002178202980375077
2021-06-01,175.90748596191406,178.04190180992117,175.80913470674056,177.22550984819935,7475600,0.0010634745006654622
2021-06-02,174.09767150878906,176.16324310639538,174.0288121181956,176.10421433935,7851700,-0.010288444765317428
2021-06-03,173.35011291503906,174.06813854969727,172.54355164737052,173.37961978984808,5583900,-0.004293903458164605
2021-06-04,174.27471923828125,174.60915556291494,172.73047080324625,173.04521586288334,6343400,0.005333750914228386
2021-06-07,174.08782958984375,175.15012219895172,173.50749264927694,175.05175593551067,5178100,-0.0010723853078309364
2021-06-08,173.4386444091797,174.21568384215436,172.31733807041292,173.08454688069625,5356200,-0.0037290670013725435
2021-06-09,173.1533966064453,174.42225237629017,172.99603159560073,173.4189735131592,5082400,-0.00164466116364137
2021-06-10,173.6747283935547,174.69766855331002,172.67144948076267,173.54685524536572,5253000,0.0030108088973517244
2021-06-11,174.471435546875,175.56323504295625,173.91077485575383,174.54027992502506,5476300,0.00458735223420037
2021-06-14,175.25830078125,175.93698896391155,173.99929067751833,174.736992613701,10170000,0.004509994612634349
2021-06-15,172.9763641357422,175.76979208400883,172.74029409459558,175.2583144991506,7895000,-0.013020419776613168
2021-06-16,171.79603576660156,173.3697909402167,170.70423626723928,173.1238902872845,8336000,-0.006823639605549658
2021-06-17,171.7861785888672,173.3697792876566,170.98946292828947,171.72716483750347,8906000,-5.737721298626486e-05
2021-06-18,169.5927734375,171.00916370770267,169.29768962977678,170.30096857260133,12357500,-0.01276822832538016
2021-06-21,171.1173553466797,171.40259351327822,168.5009686784104,169.30753006083637,9196900,0.008989663169471918
2021-06-22,170.65505981445312,171.83537999300893,169.52392277012578,171.51078931740366,8097100,-0.002701628547787882
2021-06-23,172.45504760742188,172.5730751180083,170.1042379672059,170.77308053864186,9174200,0.01054752079971033
2021-06-24,175.01242065429688,175.31735009754644,172.89768085940838,173.24194780675583,7549400,0.014829215394707607
2021-06-25,175.42552185058594,176.15337813646812,174.57962305215707,175.89764687502085,7431800,0.0023604107339618707
2021-06-28,173.6747283935547,175.73045434513247,172.12063439408016,175.57307431791304,9881400,-0.0099802664889459
2021-06-29,171.07798767089844,174.1173310165002,170.95012954272914,173.74355723742656,13498300,-0.014951747710650887
2021-06-30,172.88784790039062,173.09439605914048,170.49768557475565,171.0386700524579,7481900,0.01057915313438107
2021-07-01,174.3533935546875,174.68782984920497,171.73702201397234,172.4747239727805,5887100,0.00847685752408256
2021-07-02,174.20587158203125,175.43537493433834,171.7566955011446,174.9435735934155,11099300,-0.0008461089838780467
2021-07-06,170.84193420410156,174.09765633647805,169.3960372135017,173.86158631462638,11557900,-0.019310126274048378
2021-07-07,169.98622131347656,171.46162532437828,169.16982929308065,170.02555881665623,6757300,-0.005008798891276256
2021-07-08,169.966552734375,170.90097231509998,167.02557520338664,167.38950340643228,6960100,-0.00011570690229822933
2021-07-09,174.13699340820312,174.609133450747,171.07798879725615,171.83536698299247,7873300,0.024536831551474236
2021-07-12,181.35665893554688,181.95665714420468,174.46159484761975,174.796031150582,21835500,0.04145968863962057
2021-07-13,180.6386260986328,182.62550771375763,178.85830764999434,181.07141367901502,12534600,-0.0039592306184315085
2021-07-14,180.4123992919922,183.235334142156,179.09437532091647,182.16321083771018,8787300,-0.0012523722723460917
2021-07-15,181.1304168701172,182.3795964026834,180.0484629908755,180.44189803631158,7867000,0.003979868240446827
2021-07-16,176.36978149414062,182.2517208960823,175.9861770768093,181.90746898793532,8348800,-0.02628291514058767
2021-07-19,170.11407470703125,173.58619084841948,169.33703522008943,172.82882761681117,14651800,-0.03546926652691462
2021-07-20,173.8517608642578,174.59929344281844,170.03537794466024,170.851769909862,8372400,0.021971645577613552
2021-07-21,173.9894561767578,174.98288935891756,172.44520796256555,173.60585177883632,6302200,0.0007920271374617371
2021-07-22,172.25833129882812,173.82225585943988,171.0484892724667,173.80257960467546,5713700,-0.009949596463885824
2021-07-23,173.25177001953125,173.60586757356577,171.1763678294982,172.77964495034698,5126300,0.005767144690260295
2021-07-26,175.80914306640625,175.8484805686292,172.46488505121098,172.7402925925278,5641000,0.014761021180832445
2021-07-27,176.55667114257812,176.6156848986895,173.67472265618215,175.32716786164093,6684100,0.004251929468136462
2021-07-28,176.16323852539062,177.39274182328256,174.63865143428757,176.74356047993516,5926900,-0.0022283644941956116
2021-07-29,175.42552185058594,178.44517389277638,175.3468318450828,176.86157317741248,6209100,-0.0041876879704295655
2021-07-30,173.13372802734375,176.26157698595097,172.26815296572883,174.61896250026564,6813400,-0.013064198407767402
2021-08-02,172.67144775390625,175.88783261332898,172.435377715438,174.31406237404465,5847200,-0.002670076354876927
2021-08-03,170.15341186523438,173.24192329617105,168.11734736660782,173.1337264144771,9931300,-0.014582815638753521
2021-08-04,169.7501678466797,170.40917990154554,168.53049500879513,169.67147782404967,5665800,-0.0023698850004493233
2021-08-05,173.8124237060547,174.21568936937317,169.66161949381447,169.66161949381447,8864200,0.023930791414851882
2021-08-06,174.2255401611328,175.87798538970029,173.73373884188032,174.52060894581615,5505200,0.0023767947438371184
2021-08-09,173.82225036621094,174.40257229045025,172.18946646981632,174.09765788986974,5339000,-0.0023147570359023373
2021-08-10,174.16653442382812,174.49111010192513,172.7009610218816,173.35997301899442,5185000,0.001980667359281263
2021-08-11,175.1697998046875,175.5632498866132,173.61570575039948,174.45177404197884,5359900,0.0057603797662870715
2021-08-12,176.35009765625,176.7730545645779,173.55666996767224,175.16977757741557,11081300,0.006738021353444035
